438.67	107.67	49.66	71.32
438.67	107.68	49.66	71.34
438.64	107.71	49.66	71.34
438.64	107.72	49.66	71.35
438.6	107.75	49.66	71.35
438.6	107.76	49.66	71.36
439.27	107.42	49.66	71.36
439.93	107.09	49.67	71.36
440.6	106.76	49.66	71.36
441.27	106.42	49.66	71.36
441.93	106.09	49.67	71.36
442.27	105.76	49.66	71.36
442.6	105.42	49.66	71.36
442.93	105.09	49.67	71.36
443.27	104.76	49.66	71.36
443.6	104.42	49.66	71.36
443.93	104.42	49.67	71.36
444.27	104.42	49.66	71.36
444.6	104.42	49.66	71.36
444.93	104.42	49.67	71.36
445.27	104.42	49.66	71.36
445.27	104.42	49.66	71.36
445.27	104.42	49.66	71.36
445.27	104.42	49.66	71.36
445.27	104.42	49.66	71.36
445.27	104.42	49.66	71.36
444.6	105.42	49.66	71.36
443.93	106.42	49.67	71.36
443.27	107.42	49.66	71.36
442.6	108.42	49.66	71.36
441.93	109.42	49.67	71.36
441.27	110.09	49.66	71.36
440.6	110.76	49.66	71.36
439.93	111.42	49.67	71.36
439.27	112.09	49.66	71.36
438.6	112.76	49.66	71.36
438.27	113.09	49.66	71.36
437.93	113.42	49.67	71.36
437.6	113.76	49.66	71.36
437.27	114.09	49.66	71.36
436.93	114.42	49.67	71.36
436.93	114.42	49.67	71.36
436.93	114.42	49.67	71.36
436.93	114.42	49.67	71.36
436.93	114.42	49.67	71.36
436.93	114.42	49.67	71.36
436.6	114.42	49.66	71.36
436.27	114.42	49.66	71.36
435.93	114.42	49.67	71.36
435.6	114.42	49.66	71.36
435.27	114.42	49.66	71.36
434.8	114.82	48.76	72.15
434.37	115.22	47.84	72.94
433.89	115.61	46.96	73.74
433.47	116.01	46.04	74.53
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
435.26	114.43	45.13	75.32
434.93	114.76	45.14	75.32
434.61	115.09	45.13	75.32
434.26	115.43	45.13	75.32
433.93	115.76	45.14	75.32
433.61	116.09	45.13	75.32
433.61	117.09	45.13	75.32
433.61	118.09	45.13	75.32
433.61	119.09	45.13	75.32
433.61	120.09	45.13	75.32
433.61	121.09	45.13	75.32
433.61	121.43	45.13	75.32
433.61	121.76	45.13	75.32
433.61	122.09	45.13	75.32
433.61	122.43	45.13	75.32
433.61	122.76	45.13	75.32
433.26	122.76	45.13	75.32
432.93	122.76	45.14	75.32
432.61	122.76	45.13	75.32
432.26	122.76	45.13	75.32
431.93	122.76	45.14	75.32
431.93	123.43	45.14	75.32
431.93	124.09	45.14	75.32
431.93	124.76	45.14	75.32
431.93	125.43	45.14	75.32
431.93	126.09	45.14	75.32
432.26	126.76	45.13	75.32
432.61	127.43	45.13	75.32
432.93	128.09	45.14	75.32
433.26	128.76	45.13	75.32
433.61	129.43	45.13	75.32
434.26	129.43	45.13	75.32
434.93	129.43	45.14	75.32
435.61	129.43	45.13	75.32
436.26	129.43	45.13	75.32
436.93	129.43	45.14	75.32
436.93	128.43	45.14	75.32
436.93	127.43	45.14	75.32
436.93	126.43	45.14	75.32
436.93	125.43	45.14	75.32
436.93	124.43	45.14	75.32
434.26	123.43	45.13	75.32
431.61	122.43	45.13	75.32
428.93	121.43	45.14	75.32
426.26	120.43	45.13	75.32
423.61	119.43	45.13	75.32
424.26	119.09	45.13	75.32
424.93	118.76	45.14	75.32
425.61	118.43	45.13	75.32
426.26	118.09	45.13	75.32
426.93	117.76	45.14	75.32
427.99	117.76	46.34	75.32
429.07	117.76	47.52	75.32
430.13	117.76	48.72	75.32
431.2	117.76	49.9	75.32
429.3	117.76	51.1	75.32
429.63	117.76	51.1	75.32
429.97	117.76	51.1	75.32
430.3	117.76	51.1	75.32
430.63	117.76	51.1	75.32
430.97	117.76	51.1	75.32
431.6	117.76	52.48	75.32
432.27	117.76	53.86	75.32
432.9	117.76	55.24	75.32
433.53	117.76	56.62	75.32
430.73	117.76	58	75.32
432.57	118.67	59.19	75.32
434.39	119.57	60.4	75.32
436.23	120.48	61.58	75.32
438.07	121.38	62.77	75.32
436.9	122.29	63.96	75.32
437.66	122.71	63.98	75.32
438.47	123.13	63.96	75.32
439.23	123.55	63.98	75.32
440.03	123.96	63.98	75.32
440.79	124.38	63.98	75.32
441.49	124.38	63.98	75.32
442.23	124.38	63.98	75.32
442.93	124.38	63.98	75.32
443.66	124.38	63.98	75.32
444.36	124.38	63.98	75.32
444.29	123.49	63.98	75.32
444.23	122.59	63.98	75.32
444.2	121.69	63.96	75.32
444.14	120.8	63.96	75.32
444.07	119.9	63.96	75.32
444.66	119.9	63.98	75.32
445.27	119.9	63.96	75.32
445.86	119.9	63.98	75.32
446.47	119.9	63.96	75.32
447.07	119.9	63.96	75.32
447.46	119.6	65.23	75.32
447.83	119.3	66.49	75.32
448.23	119	67.75	75.32
448.64	118.7	69.01	75.32
445.86	118.4	70.28	75.32
445.43	118.52	70.28	75.32
445.04	118.64	70.27	75.32
444.6	118.77	70.26	75.32
444.19	118.88	70.27	75.32
443.76	119	70.28	75.32
443.27	118.94	71.28	75.32
442.77	118.88	72.28	75.32
442.24	118.82	73.31	75.32
441.73	118.76	74.32	75.32
438.7	118.7	75.34	75.32
438.57	119.66	76.88	75.32
438.46	120.62	78.44	75.32
438.34	121.58	79.96	75.32
438.23	122.53	81.52	75.32
434.23	123.49	83.07	75.32
435.14	124.12	82.46	76.37
436.03	124.77	81.88	77.41
436.93	125.41	81.29	78.46
437.83	126.06	80.7	79.5
440.2	124.08	80.1	80.56
441.54	123.76	77.01	80.56
442.89	123.44	73.93	80.55
444.27	123.12	70.84	80.55
445.61	122.81	67.74	80.55
454.67	122.48	64.66	80.56
454.9	121.99	65.11	81.54
455.1	121.49	65.55	82.53
455.33	120.99	65.99	83.53
455.54	120.5	66.42	84.52
454.67	117.52	66.87	85.52
454.27	117.52	66.87	85.52
453.86	117.52	66.87	85.52
453.43	117.52	66.87	85.52
453.04	117.52	66.87	85.52
452.64	117.52	66.87	85.52
452.57	117.41	67.44	85.4
452.54	117.29	68.01	85.3
452.47	117.17	68.58	85.2
452.43	117.05	69.16	85.1
450.93	117.19	69.73	85
451.74	116.79	69.72	85
452.57	116.38	69.72	85
453.37	115.98	69.72	85
454.21	115.57	69.72	85
455.01	115.17	69.72	85
456.07	115.44	69.72	85
457.17	115.7	69.73	85
458.24	115.98	69.72	85
459.34	116.25	69.73	85
460.4	116.51	69.74	85
460.79	116.11	68.98	84.66
461.17	115.71	68.2	84.32
461.57	115.31	67.42	83.98
461.93	114.9	66.67	83.64
464.23	115.34	65.9	83.31
463.63	115.34	65.9	83.31
463.03	115.34	65.9	83.31
462.43	115.34	65.9	83.31
461.83	115.34	65.9	83.31
461.23	115.34	65.9	83.31
461.7	115.42	65.9	84
462.17	115.5	65.9	84.7
462.63	115.58	65.9	85.4
463.1	115.67	65.9	86.09
463.57	114.01	65.9	86.78
464.04	114.43	63.8	86.78
464.5	114.84	61.71	86.78
464.97	115.25	59.62	86.78
465.43	115.67	57.54	86.78
471.14	116.08	55.43	86.78
471.9	115.32	54.57	86.78
472.7	114.56	53.72	86.78
473.47	113.81	52.85	86.78
474.24	113.05	51.98	86.78
477.17	112.29	51.13	86.78
477.17	112.48	51.13	86.4
477.17	112.66	51.13	86.03
477.17	112.85	51.13	85.65
477.17	113.04	51.13	85.27
477.17	114.19	51.13	84.89
476.47	114.37	50.94	85.4
475.77	114.55	50.75	85.9
475.07	114.74	50.54	86.41
474.37	114.93	50.36	86.91
474.14	113.85	50.16	87.42
474.73	113.97	51.54	87.38
475.37	114.08	52.9	87.35
475.96	114.21	54.27	87.31
476.57	114.33	55.63	87.28
473.77	114.54	57	87.24
473.17	114.32	57.18	86.92
472.57	114.09	57.36	86.62
471.97	113.87	57.54	86.31
471.37	113.65	57.72	85.98
470.33	114.2	57.9	85.68
469.37	114.76	59.38	85.58
468.43	115.32	60.86	85.48
467.47	115.88	62.34	85.38
466.53	116.44	63.82	85.28
461.87	117.25	65.3	85.17
461.96	117.16	66.61	85.17
462.1	117.06	67.93	85.17
462.2	116.95	69.24	85.17
462.33	116.86	70.56	85.16
459.17	116.75	71.87	85.17
458.27	116.74	72.43	86.08
457.33	116.72	73	87
456.43	116.71	73.58	87.91
455.54	116.68	74.13	88.82
453.2	114.38	74.7	89.74
452.63	114.31	74.7	89.74
452.07	114.24	74.7	89.74
451.47	114.17	74.7	89.74
450.9	114.1	74.7	89.74
450.33	114.02	74.7	89.74
450.6	113.38	73.5	90.38
450.83	112.74	72.3	91.02
451.1	112.1	71.1	91.66
451.33	111.46	69.9	92.3
454.6	109.22	68.7	92.94
