40.15	64.15	19.24	46.94
40.61	62.66	19.22	46.94
41.04	61.17	19.24	46.93
41.5	59.69	19.22	46.92
41.94	58.2	19.24	46.92
42.39	56.71	19.22	46.92
42.76	56.55	19.24	46.94
43.14	56.41	19.22	46.93
43.5	56.26	19.24	46.92
43.88	56.1	19.23	46.94
44.25	55.97	19.24	46.93
44.47	58.72	19.24	46.93
44.69	61.48	19.24	46.92
44.93	64.23	19.22	46.92
45.14	66.99	19.24	46.92
45.36	69.74	19.24	46.92
46.42	71.6	19.22	46.94
47.46	73.46	19.22	46.94
48.5	75.32	19.22	46.94
49.54	77.18	19.22	46.94
50.58	79.05	19.24	46.94
52.22	80.01	19.24	46.94
53.86	80.99	19.22	46.92
55.5	81.96	19.22	46.92
57.14	82.93	19.22	46.92
58.78	83.9	19.22	46.92
59.97	83.9	19.22	46.92
61.15	83.9	19.23	46.92
62.36	83.9	19.22	46.92
63.55	83.9	19.23	46.92
64.74	83.9	19.22	46.92
65.71	83.23	19.22	46.92
66.68	82.55	19.22	46.94
67.64	81.88	19.22	46.94
68.61	81.21	19.22	46.94
69.58	80.54	19.23	46.94
69.8	79.49	19.23	46.94
70.03	78.46	19.22	46.92
70.25	77.41	19.22	46.92
70.47	76.37	19.23	46.92
70.69	75.33	19.23	46.92
70.76	75.4	19.23	46.92
70.85	75.48	19.22	46.92
70.92	75.55	19.22	46.94
71	75.62	19.22	46.93
71.07	75.7	19.22	46.92
71	76.82	19.22	46.92
70.92	77.93	19.22	46.94
70.85	79.04	19.22	46.94
70.76	80.17	19.23	46.92
70.69	81.29	19.23	46.92
70.4	81.96	19.22	46.92
70.1	82.63	19.22	46.92
69.8	83.3	19.23	46.92
69.51	83.97	19.23	46.92
69.21	84.64	19.22	46.92
68.76	84.64	19.23	46.92
68.31	84.64	19.22	46.92
67.87	84.64	19.23	46.92
67.42	84.64	19.22	46.92
66.97	84.64	19.22	46.92
66.22	83.74	19.23	46.92
65.47	82.85	19.23	46.92
64.74	81.96	19.22	46.92
64	81.06	19.22	46.92
63.25	80.17	19.22	46.92
62.94	79.28	19.23	46.92
62.65	78.38	19.23	46.92
62.36	77.49	19.22	46.92
62.06	76.6	19.22	46.92
61.76	75.7	19.23	46.92
61.31	75.18	19.22	46.92
60.87	74.65	19.23	46.94
60.42	74.13	19.22	46.94
59.97	73.62	19.22	46.92
59.53	73.1	19.22	46.92
59.3	72.2	19.23	46.92
59.08	71.3	19.23	46.94
58.86	70.4	19.22	46.94
58.62	69.51	19.23	46.94
58.4	68.62	19.23	46.93
58.78	67.59	19.22	46.92
59.15	66.54	19.23	46.92
59.53	65.49	19.22	46.94
59.9	64.46	19.22	46.92
60.26	63.41	19.23	46.93
61.39	62.73	19.22	46.93
62.51	62.06	19.23	46.93
63.62	61.4	19.23	46.92
64.74	60.73	19.22	46.92
65.86	60.06	19.22	46.92
66.97	60.21	19.22	46.92
68.08	60.36	19.23	46.92
69.21	60.51	19.22	46.92
70.33	60.66	19.23	46.93
71.44	60.8	19.23	46.94
72.78	61.55	19.22	46.93
74.12	62.28	19.23	46.93
75.47	63.03	19.22	46.93
76.81	63.78	19.22	46.92
78.15	64.53	19.23	46.92
79.49	65.42	19.22	46.92
80.83	66.32	19.23	46.92
82.17	67.21	19.22	46.92
83.51	68.1	19.23	46.92
84.85	69	19.22	46.92
85.89	69.59	19.22	46.92
86.94	70.19	19.23	46.92
87.97	70.79	19.23	46.92
89.01	71.38	19.23	46.92
90.06	71.98	19.22	46.92
91.18	72.41	19.22	46.94
92.3	72.87	19.23	46.92
93.42	73.32	19.22	46.92
94.54	73.76	19.22	46.94
95.65	74.21	19.23	46.92
97.07	74.13	19.22	46.94
98.47	74.05	19.23	46.94
99.89	73.99	19.22	46.92
101.31	73.91	19.22	46.92
102.72	73.84	19.22	46.92
103.99	74.58	19.22	46.92
105.25	75.33	19.22	46.92
106.51	76.07	19.23	46.94
107.78	76.82	19.22	46.92
109.05	77.57	19.22	46.92
110.39	77.71	19.22	46.92
111.72	77.85	19.23	46.94
113.08	78.01	19.22	46.92
114.42	78.16	19.22	46.92
115.76	78.31	19.23	46.92
116.94	78.19	19.23	47.45
118.14	78.08	19.22	47.98
119.35	77.97	19.23	48.5
120.53	77.87	19.23	49.01
121.72	76.44	19.23	49.54
122.67	76.06	19.22	49.52
123.61	75.65	19.22	49.53
124.55	75.26	19.22	49.53
125.49	74.88	19.22	49.52
126.44	74.47	19.23	49.53
127.06	73.97	19.23	50.08
127.69	73.45	19.23	50.63
128.32	72.95	19.24	51.18
128.94	72.44	19.24	51.73
129.58	70.55	19.24	52.28
129.66	71.38	19.24	52.28
129.74	72.21	19.24	52.28
129.83	73.04	19.24	52.28
129.91	73.87	19.24	52.28
129.99	74.7	19.24	52.28
129.99	75.28	19.24	52.28
129.99	75.86	19.24	52.28
129.99	76.43	19.24	52.3
129.99	77.02	19.24	52.3
129.99	77.6	19.24	52.3
130.16	78.18	19.24	52.3
130.32	78.76	19.24	52.3
130.49	79.35	19.24	52.28
130.65	79.93	19.24	52.28
130.82	80.51	19.24	52.28
132.15	81.5	19.24	52.28
133.47	82.5	19.24	52.28
134.8	83.5	19.24	52.28
136.13	84.49	19.24	52.28
137.46	85.49	19.24	52.28
139.04	85.49	19.24	52.28
140.62	85.49	19.24	52.28
142.19	85.49	19.24	52.28
143.77	85.49	19.24	52.28
145.35	85.49	19.24	52.28
147.56	85.32	19.31	52.28
149.76	85.16	19.38	52.28
151.95	84.99	19.48	52.28
154.15	84.82	19.56	52.28
156.14	84.66	19.64	52.28
158.13	83.66	19.64	52.28
160.12	82.67	19.64	52.28
162.1	81.67	19.65	52.28
164.1	80.67	19.64	52.28
166.09	79.68	19.65	52.28
167.67	78.6	19.65	52.28
169.24	77.51	19.64	52.3
170.82	76.43	19.64	52.3
172.4	75.37	19.64	52.28
173.98	74.29	19.64	52.28
174.73	73.21	19.64	52.28
175.47	72.12	19.64	52.29
176.21	71.05	19.65	52.28
176.96	69.97	19.65	52.28
177.71	68.89	19.64	52.28
177.12	68.23	19.65	52.28
176.54	67.56	19.65	52.28
175.97	66.9	19.64	52.28
175.39	66.23	19.64	52.28
174.81	65.57	19.64	52.28
174.48	65.15	19.64	52.28
174.15	64.74	19.64	52.28
173.81	64.33	19.64	52.28
173.48	63.91	19.64	52.29
173.15	63.49	19.64	52.3
172.07	63.66	19.64	52.29
170.99	63.83	19.64	52.29
169.9	63.98	19.65	52.29
168.82	64.15	19.65	52.3
167.75	64.32	19.65	52.3
166.42	64.32	19.65	52.3
165.1	64.32	19.64	52.3
163.77	64.32	19.64	52.3
162.44	64.32	19.64	52.3
161.12	64.32	19.64	52.3
161.04	63.58	19.64	52.29
160.95	62.83	19.64	52.28
160.87	62.08	19.64	52.28
160.79	61.33	19.64	52.28
160.7	60.59	19.65	52.28
160.7	60.59	19.65	52.28
160.7	60.59	19.65	52.28
160.7	60.59	19.65	52.28
160.7	60.59	19.65	52.28
160.7	60.59	19.65	52.28
161.1	59.43	19.65	52.28
161.53	58.27	19.65	52.28
161.94	57.1	19.64	52.28
162.36	55.94	19.64	52.28
162.78	54.78	19.64	52.28
162.45	54.28	19.64	52.28
162.12	53.78	19.64	52.28
161.78	53.29	19.64	52.28
161.45	52.79	19.64	52.28
161.12	52.29	19.64	52.28
160.96	52.95	19.64	52.28
160.79	53.61	19.64	52.28
160.62	54.27	19.64	52.28
160.46	54.93	19.64	52.28
160.29	55.59	19.64	52.28
159.79	56.25	19.64	52.28
159.29	56.92	19.64	52.28
158.79	57.58	19.65	52.28
158.29	58.25	19.65	52.28
157.79	58.91	19.65	52.28
157.46	60.57	19.65	52.28
157.14	62.23	19.65	52.28
156.79	63.89	19.65	52.28
156.46	65.55	19.65	52.28
156.14	67.21	19.65	52.28
154.98	68.95	19.64	52.28
153.82	70.7	19.64	52.28
152.65	72.43	19.64	52.3
151.49	74.18	19.64	52.28
150.34	75.93	19.65	52.28
149.92	78.04	19.65	51.7
149.5	80.15	19.65	51.12
149.09	82.27	19.64	50.54
148.67	84.38	19.64	49.96
148.26	87.95	19.64	49.38
147.63	89.44	19.64	49.38
147.01	90.93	19.64	49.38
146.38	92.42	19.64	49.38
145.75	93.91	19.65	49.38
145.12	95.4	19.64	49.38
145.12	97.44	19.64	50.48
145.12	99.48	19.64	51.56
145.12	101.5	19.64	52.67
145.12	103.55	19.64	53.76
145.12	102.85	19.64	54.86
145.03	104.07	19.65	54.86
144.95	105.29	19.65	54.86
144.86	106.51	19.64	54.87
144.77	107.73	19.64	54.87
144.69	108.95	19.64	54.87
145.39	109.81	19.64	54.87
146.08	110.68	19.64	54.86
146.78	111.55	19.65	54.86
147.48	112.42	19.64	54.86
148.17	113.3	19.65	54.86
148.95	113.91	19.65	54.86
149.74	114.52	19.64	54.86
150.52	115.13	19.64	54.86
151.3	115.74	19.64	54.86
152.09	116.35	19.64	54.86
151.54	115.24	20.46	56.14
